,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
621,180000,340,-1120,-80,0,-150,150
622,90000,7624,0,0,0,0,0
623,360000,0,0,0,-166,-377,-3727
624,90000,491,0,0,0,0,0
625,20000,11931,12639,13635,15916,14951,14502
626,70000,57440,53474,49766,48617,48013,48146
627,230000,0,0,0,0,0,0
628,30000,27969,26960,27989,28001,28498,29163
629,200000,-2763,3327,444,-3377,-3133,4905
630,100000,1440,0,0,0,0,0
631,50000,24795,26056,27284,26487,33831,31138
632,20000,15436,15442,6401,2996,1304,0
633,210000,0,0,0,0,0,0
634,110000,42400,34330,33005,28281,19430,18492
635,20000,322,228,-228,228,0,0
636,50000,4523,5629,4918,5418,4791,4756
637,50000,20624,20226,20297,19214,18117,18187
638,400000,58144,-2540,-15979,-56528,-23067,165899
639,170000,53364,55132,57171,52888,50672,48461
640,280000,141463,141565,145810,136437,139490,142311
641,130000,97643,49456,50000,0,0,0
642,210000,41255,45486,49019,53591,56630,60576
643,370000,256436,226025,144128,38907,49025,45434
644,30000,26293,19433,18040,18006,17637,21251
645,150000,209270,142280,150000,0,-10000,0
646,60000,34342,35320,0,0,0,0
647,80000,74515,74717,64396,53139,53873,55890
648,280000,186149,166779,184189,188517,199250,180874
649,20000,21075,20795,20206,19617,18737,18148
650,270000,0,-1100,800,300,-200,-200
651,240000,13348,-316,316,0,-6997,13997
652,20000,18837,18878,17167,17766,18215,17947
653,450000,-200,-400,-42000,42000,0,0
654,10000,5677,7986,8669,6624,7049,5357
655,280000,-1515,-2115,196,1515,323,7
656,290000,11820,14314,16293,5760,1000,0
657,190000,44423,46666,46347,48386,41883,32412
658,80000,48761,36080,16639,14556,-1460,1460
659,280000,427,-881,-535,424,1828,47
660,160000,6044,-4325,286,-1246,5434,6052
661,90000,39742,44925,-787,-670,1457,0
662,140000,-38966,40000,0,0,-510,510
663,50000,3837,4960,6150,5800,5420,-780
664,40000,22114,21307,27677,27907,28293,30456
665,130000,124527,124982,92961,94509,93722,96443
666,70000,58600,59616,61695,59326,67361,57222
667,30000,23578,24151,24987,24873,24656,24918
668,100000,88802,102698,89997,103384,88666,101492
669,20000,3766,7011,7678,6818,6958,7598
670,30000,66568,-674,26030,35750,37662,33809
671,20000,11316,12935,13890,14642,15387,16113
672,100000,92593,78542,78967,79177,75817,76261
673,30000,2400,2400,2400,2400,2400,1800
674,320000,93277,94622,98363,98584,100340,102349
675,90000,64762,60264,32789,29141,29240,27006
676,190000,130613,150165,152886,155370,158725,162928
677,200000,19860,92129,141936,143573,145574,146323
678,300000,2258,-3272,-3084,7423,1551,-1633
679,30000,27750,9989,0,0,0,0
680,110000,25118,18787,19783,18158,20141,20158
681,230000,0,-1024,1024,0,0,0
682,230000,3009,4432,6182,0,0,0
683,310000,98468,102955,107374,49762,54189,52170
684,320000,237276,231167,228196,212580,216683,227837
685,360000,1548,-177703,174131,169521,664,-5882
686,20000,780,-732,432,-358,752,-357
687,170000,155171,160202,151973,160201,145327,165663
688,140000,118739,119703,125269,126155,128697,131520
689,80000,49519,50172,46071,42334,40768,41027
690,150000,40015,42227,-2976,54340,-2129,2129
691,170000,1170,780,0,0,0,0
692,200000,153235,152425,127644,114136,117211,120021
693,70000,49864,59529,55321,53371,60872,56829
694,320000,43028,67,-13899,8818,2437,-2061
695,150000,0,0,0,0,0,0
696,50000,26699,26986,4086,5611,7006,6570
697,90000,8792,7500,0,0,0,0
698,280000,-13320,-10808,15748,31797,-9984,9532
699,300000,41955,41483,35406,30305,29594,61
700,400000,-8235,8235,0,-1524,1524,-385
701,200000,5675,0,105,-7384,-1204,7284
702,10000,6109,8742,8259,0,0,0
703,50000,52515,51424,47967,19036,19076,36015
704,30000,17982,26518,25814,25110,22369,23857
705,50000,13948,14392,16596,17225,17719,18060
706,50000,55602,56511,54272,51663,48307,48616
707,30000,12289,9836,13268,11758,12049,14673
708,20000,9476,6591,688,688,38,1320
709,20000,14885,16097,18088,18048,18600,10000
710,50000,16070,16249,17274,17569,18152,16088
711,30000,46157,23523,24768,24501,26960,44254
712,360000,18886,10421,1821,2085,319,0
713,170000,-1690,1690,0,0,-4750,4750
714,400000,-567,100,-592,1250,-2194,2174
715,50000,33349,30275,29753,30014,31928,28581
716,160000,76964,76337,78682,78586,81145,84549
717,70000,67036,66918,37783,3733,1261,-1651
718,150000,0,0,0,0,0,0
719,80000,42174,38472,40832,18799,-5513,25236
720,30000,18592,28459,24499,22426,26408,30520
721,10000,5960,8649,8018,7128,9293,2533
722,180000,-3338,5,0,0,0,0
723,320000,-4750,9898,3706,-8104,8104,-200
724,80000,23935,24872,26783,30003,26885,31401
725,10000,5739,6716,9815,9108,9154,9992
726,360000,8381,-15161,19338,3539,4331,-8006
727,450000,-2596,2568,-387,-387,-887,-2402
728,330000,-40451,130957,123212,70532,-41005,49361
729,60000,546,-245,-536,1173,150,1023
730,50000,8701,9029,12498,8983,10577,7305
731,200000,146856,151104,153279,156934,160530,158802
732,120000,1278,18,621,-18,-18,-18
733,160000,0,316,-316,-316,632,-316
734,110000,43826,38939,37082,38934,37029,30900
735,70000,26304,-19903,16931,17257,17630,17969
736,150000,97593,97854,98031,96829,98248,93654
737,610000,136224,124506,65737,8397,100601,103965
738,110000,88503,90691,90750,82485,83276,80809
739,80000,14330,14468,23416,21952,22410,21718
740,170000,105483,76574,75440,77141,77862,79737
741,110000,-943,-1795,3796,0,0,0
742,140000,54649,55946,55727,52951,53974,53612
743,70000,40048,39257,44115,39612,36922,35150
744,260000,19484,25592,4156,2293,-2112,381
745,170000,19310,20957,22266,20556,24949,29434
746,50000,9600,9877,12156,12949,14567,12826
747,300000,269823,263303,264752,186903,181389,185569
748,150000,0,0,-4435,-377,4422,780
749,50000,37647,37102,35238,36374,35229,31365
750,50000,0,-1756,756,1182,2849,3176
751,90000,80710,84076,86862,18889,-78283,73568
752,50000,45936,45560,41628,17147,-17155,19392
753,500000,39340,41593,37906,28310,22129,10018
754,470000,-132,593,1233,-403,-1412,1086
755,230000,104563,106799,109837,114545,39243,51083
756,140000,2113,-9995,-8591,23616,18458,19047
757,230000,8414,8315,1817,-8691,-6522,9704
758,420000,23594,20263,12963,7393,-62393,62183
759,30000,29755,29381,30440,29516,29031,27528
760,50000,42043,41960,22497,20269,21179,17811
761,140000,197,0,-233,233,0,0
762,260000,-59683,61650,6000,-88348,83348,60962
763,90000,19450,-386,-992,3113,0,0
764,240000,230878,222838,228067,232579,228245,225710
765,510000,998,-2444,5469,4466,2372,-999
766,110000,79205,44070,31419,34829,35080,35434
767,210000,7704,-3788,2526,5217,11575,-19646
768,220000,158,0,0,0,-612,-1251
769,200000,-2009,2594,-1208,2473,0,0
770,360000,-4473,174,5231,-1370,2991,-613
771,260000,0,0,0,0,-150,150
772,20000,9852,8386,10009,10116,9633,9643
773,120000,108371,110610,107978,108522,109957,113946
774,50000,7324,-26833,20823,11044,0,0
775,60000,29649,13657,13736,33733,36404,37993
776,200000,-3528,14201,-1405,448,-1927,399
777,20000,177,810,451,-1590,-2550,1320
778,50000,45358,46223,35589,-3361,2226,312
779,50000,0,-190,190,-36059,36059,30431
780,230000,35732,44563,39804,44020,38278,31672
781,50000,-1365,2998,497,-139,225,1085
782,100000,75790,78293,79659,80409,81993,83816
783,210000,0,-2490,2490,0,0,0
784,230000,85134,70912,66376,76870,72211,73845
785,500000,9264,22150,0,0,0,0
786,370000,601,328,-1539,-276,1815,0
787,230000,2448,-1759,-9745,1674,-3840,26519
788,80000,10610,11240,10407,14001,14482,3129
789,60000,50064,56800,9479,0,0,0
790,30000,23582,26480,24833,25004,25326,26282
791,70000,-654,254,19,-254,-2423,1096
792,410000,-65,5369,-281,-281,-281,-281
793,280000,-288,-288,-288,-288,-2700,2124
794,50000,44430,47035,44983,16976,17994,19215
795,100000,94262,71652,69604,73205,74668,77147
796,230000,0,0,0,0,0,0
797,50000,12429,8274,-2515,7781,0,0
798,100000,12191,17149,17358,18365,17270,15147
799,210000,35148,33754,31788,30989,29299,26012
800,400000,-12647,11405,1290,0,-3058,-710
801,20000,20610,20005,18831,18618,17037,16314
802,50000,1220,780,-7472,4472,9070,10104
803,230000,0,6666,0,0,0,0
804,220000,27987,6244,0,0,0,0
805,300000,23526,24001,20800,0,-65755,62755
806,80000,-5863,6847,733,-6184,3624,3277
807,20000,14354,17273,19862,17645,20323,19953
808,190000,29311,30409,31842,31126,35758,33771
810,120000,61996,76446,73485,12329,12329,0
811,700000,94259,92345,109310,-1690,-59691,43922
812,140000,0,0,0,-1086,1086,0
813,300000,22921,18333,16212,6304,5194,6138
814,120000,63055,64705,65705,66787,67927,72215
815,280000,193438,228963,218210,152242,158244,104143
816,70000,54968,49284,47784,48461,46966,45145
817,20000,3594,-2535,3042,-8402,8402,1465
818,150000,0,-1985,1985,0,-1190,-6880
819,60000,11233,-15319,18453,16912,17480,17848
821,50000,46861,45849,47531,25567,24636,23850
822,150000,50251,54255,36260,33037,4631,58156
823,20000,18833,19200,19049,19283,19196,19705
824,40000,9058,9971,9446,10360,11660,10335
825,170000,-7042,4056,2986,0,0,0
826,50000,27087,24972,25892,25593,29237,27607
827,10000,7588,7136,6504,8164,4263,5923
828,200000,-196611,198882,720,0,-1500,-184152
829,50000,18584,-44629,44224,14601,8843,9190
830,320000,7,2477,1404,-367,3633,-3000
831,20000,24310,23987,23353,22719,21796,21162
832,470000,149477,58079,52530,-83078,92439,85716
833,230000,550,-13013,11761,10606,13659,0
834,20000,15246,14988,12973,18773,0,0
835,30000,-889,2487,-4810,2014,-449,-4060
836,80000,21295,22737,23253,23462,24220,25476
837,110000,13469,14823,15850,16568,17133,17828
838,420000,58948,69208,65575,82982,88502,83200
839,500000,0,0,0,0,0,0
840,80000,77318,77258,77788,28069,25551,25109
841,350000,64609,66510,61429,56284,52227,39181
842,30000,0,0,0,-7463,659,1819
843,110000,0,0,0,0,-300,48
844,500000,290201,282071,355070,335253,355410,355377
845,490000,-448,1935,-3224,-4695,4722,7313
846,300000,205064,-86,-2186,2014,-2185,-3185
847,50000,43947,46532,50510,31105,28030,28657
848,150000,144617,153787,149808,147989,138967,138910
849,80000,726,-14674,15400,15000,15000,14900
850,40000,18035,17406,24735,4050,41317,44059
851,30000,26595,30819,28304,28478,22384,21428
852,50000,29900,0,0,0,0,0
853,140000,42633,42117,42939,41855,42230,42914
854,50000,2987,3741,7866,7066,10066,0
855,30000,25624,24013,-10461,26710,15898,7300
856,40000,23061,27925,30145,24361,32593,34487
857,100000,48285,49582,50141,50191,54199,48676
858,130000,124041,128547,127526,122512,123981,121669
859,20000,18736,17794,20112,19712,19712,6321
860,50000,0,0,0,0,0,0
861,260000,-2466,-35983,18836,30087,32201,36199
862,30000,2450,2450,2450,2450,2450,2450
863,10000,13585,6850,8901,9642,9425,8381
864,200000,41776,42801,42912,47296,44459,47166
865,30000,26750,27438,28317,26743,26279,26609
866,180000,113333,123150,0,0,0,0
867,100000,29109,0,0,0,0,-47970
868,140000,102192,84337,70510,69876,72180,75400
869,290000,298391,303036,303069,306543,303789,293467
870,20000,13326,14339,16021,16329,16676,17023
871,80000,33660,35082,37067,36422,37791,41508
872,500000,5304,6011,0,-9095,11246,-5202
873,180000,1143,-3918,2166,2228,942,-686
874,20000,2946,-390,0,0,0,-390
875,30000,28806,28067,29032,28116,30456,28818
876,150000,39335,44262,48793,53244,58095,62837
877,280000,750,4096,-2078,-100,-6372,9530
878,50000,21787,22805,9433,10348,9809,10256
879,20000,13994,15040,16659,15976,19293,17844
880,200000,4935,-11863,2100,8519,8772,4318
881,210000,0,0,0,0,0,0
882,230000,215270,219841,179960,123480,126133,128604
883,50000,45929,46466,47102,27396,27962,28599
884,50000,48807,25674,26945,27773,28179,28884
885,70000,46605,49104,50041,52150,54098,54441
886,310000,244,648,284,88,588,-39848
887,180000,-10988,10303,-10039,6608,4045,1549
888,90000,22947,21387,19054,15508,14669,14320
889,390000,141399,134644,127927,101043,46032,33513
890,150000,432,-281,468,0,-77,377
891,400000,10592,10052,15879,5559,16593,10279
892,80000,27149,24660,9953,2350,0,0
893,320000,131526,193192,119050,102394,97140,93042
894,240000,238,0,0,0,0,0
895,200000,0,0,0,0,0,0
896,110000,88110,94755,81051,101140,95160,101577
897,170000,126264,133897,118761,138604,125283,139356
898,90000,10103,11119,12201,14276,13394,13659
899,200000,-7619,10485,5638,-2628,1867,0
900,360000,-2500,2500,0,0,0,0
901,140000,4036,0,-2971,2971,1607,0
902,220000,158286,151993,118575,50317,49926,32608
903,100000,154970,0,0,0,0,0
904,80000,55164,56437,55863,61083,63976,61293
905,30000,24636,30461,29325,-8260,29709,27510
906,50000,1887,5152,2979,596,-1854,2699
907,120000,20931,11399,3517,3059,674,-738
908,50000,4010,8376,9115,10915,14415,0
909,360000,52372,-22698,29012,-15351,8303,6153
910,90000,77714,90498,91860,84533,87342,84813
911,500000,361389,367892,283177,195162,200665,243671
912,140000,65075,66972,68805,70613,72426,72169
913,30000,9287,24045,23180,22000,22000,0
914,70000,18530,19011,20910,21445,21935,22404
915,200000,0,0,0,0,-3983,3983
916,350000,52882,45989,47040,46885,45939,32327
917,120000,0,0,0,0,0,0
918,240000,455770,463293,383612,371295,344206,340257
919,90000,16109,20011,25230,26747,30217,39744
920,260000,0,0,0,-1980,-520,2500
921,50000,25445,23900,31900,29690,30437,31155
922,110000,3501,7942,12382,16788,21232,25610
923,20000,575,796,-398,796,-318,-11395
924,30000,25624,26712,27565,27784,24159,0
925,180000,7892,14688,14040,13440,13440,13080
926,20000,4780,5267,7854,7851,8020,8171
927,50000,48446,48826,47467,40165,19505,19303
928,180000,-10460,9261,-28484,31210,-8585,10880
929,200000,-2792,3061,-1425,-590,1802,399
930,260000,65911,56386,44663,47163,50030,53728
931,320000,6490,-80975,83535,-10647,7424,-48149
932,160000,1989,-882,866,-892,892,-594
933,30000,6351,6065,11595,9112,12923,11566
934,50000,15592,16498,18130,9767,10211,10586
935,50000,19062,5495,2207,0,0,0
936,90000,37585,49484,51317,52618,53485,54398
937,240000,11874,-959,-34939,41858,8705,-25451
938,180000,15548,12009,17752,15172,13732,21389
939,200000,-5040,0,0,-404,-599,1003
940,50000,40643,33201,26495,15538,20100,18630
941,50000,0,0,0,0,0,0
942,330000,1262,3403,-5882,5882,4869,1013
943,80000,1200,1200,1200,1200,600,300
944,50000,-176,1820,-148,-1379,2224,1100
945,360000,14854,7170,0,358,-2862,3508
946,240000,210968,208935,181141,176140,183978,185816
947,50000,44900,46269,48840,18135,18813,19104
948,470000,150246,171187,80249,104276,13437,113072
949,160000,2000,-1125,0,1125,-1125,-21125
950,30000,10886,11273,4554,6470,0,0
951,80000,77374,74862,73263,73913,74670,75969
952,500000,-19098,-78133,102194,102815,56394,90193
953,180000,302,807,-3880,3190,2628,2628
954,110000,259,-10,442,-105872,102591,104440
955,160000,101811,-3778,12513,18087,14499,19939
956,210000,20455,19900,17652,-85536,105977,101573
957,200000,5086,5699,7183,362,-307,188
958,350000,-29452,17453,10256,16192,9268,-24085
959,250000,1338,-8372,8324,-17148,20653,-750
960,380000,8162,7882,-2,-2,-2,-2
961,30000,0,0,-396,792,-376,772
962,200000,30781,33879,24043,25497,26082,27647
963,30000,26226,27172,28622,29271,23536,21913
964,50000,11910,8313,-7292,8108,3463,3179
965,500000,274820,272894,271740,278007,259608,256667
966,30000,0,-1310,494,816,0,0
967,220000,-3106,2991,3054,67,-334,285
968,20000,39784,36009,34267,44138,46486,12763
969,180000,72189,29670,6428,1910,-51316,52024
970,300000,-9006,56834,-12531,28858,17453,7783
971,130000,126451,126736,128312,97855,97183,97597
972,180000,7449,12689,10183,13979,11621,12809
973,150000,-8539,4027,2168,-1387,1373,-2051
974,140000,129203,123819,104796,66618,67960,69567
975,50000,47509,59162,27485,12281,16531,17233
976,20000,4174,7515,7255,1887,5887,0
977,180000,4,662,-61415,54510,1056,-1608
978,180000,4465,2538,10334,7229,6625,5425
979,150000,143247,139731,134341,153833,145194,140523
980,70000,60903,63058,60757,62028,57069,58931
981,30000,34423,33952,33165,32391,31332,30558
982,500000,-36584,63039,-9243,5659,-6588,10514
983,60000,41801,37039,38149,39043,36412,38156
984,50000,47360,48898,49105,18799,13735,15761
985,130000,-5415,6375,-939,-4055,3770,-8334
986,260000,128669,125593,117909,62367,38691,38805
987,380000,0,0,0,0,0,0
988,360000,275940,290690,269059,288508,297916,152818
989,50000,60747,60885,54828,53419,51599,49143
990,50000,50424,59566,-74212,28959,29421,22176
991,260000,1215,565,-512,705,-333,-673
992,80000,55176,56449,57673,58777,60094,61055
993,360000,272842,167633,66053,12800,0,0
994,290000,0,0,0,0,0,0
995,200000,-200,-200,-400,-60800,60800,0
996,140000,38116,39199,38684,42752,43733,44888
997,360000,0,0,0,0,0,0
998,50000,780,-780,780,0,-110,-17800
999,120000,113348,105119,108542,79924,82632,86802
1000,100000,91133,90860,67782,-102618,88562,101299
1001,200000,76865,84790,-80559,90541,103450,2128
1002,90000,4989,-3624,-1142,-1617,552,780
1003,360000,0,0,0,0,0,0
1004,150000,-9208,6244,808,2527,0,0
1005,140000,913,3628,-1066,2077,-1254,-521
1006,200000,-2706,4068,0,0,-980,980
1007,170000,159546,162363,131904,131907,127699,130242
1008,30000,14285,24633,23961,23289,19379,50712
1009,80000,80000,0,0,0,0,0
1010,280000,155903,158559,145666,125465,130536,127964
1011,410000,693,2036,364,-1002,-1844,-8687
1012,450000,-576,42338,2808,-14851,10333,5687
1013,80000,77148,50174,42775,40529,31838,28257
1014,360000,82836,63151,51722,-8,-8,-16
1015,130000,124689,102670,98942,90623,87056,88394
1016,160000,-6957,11155,-12315,12315,-11855,11855
1017,140000,125052,128662,121434,96023,87313,89001
1018,240000,-55,-3655,2207,263,-669,1744
1020,70000,66731,68031,67545,65802,63476,61044
1021,150000,137827,122317,70324,38773,92375,54783
1022,210000,133398,104115,99412,60159,58767,41150
1023,200000,8699,9806,3952,17273,17432,13848
1024,310000,-28,84,3754,-3004,-1910,3670
1025,180000,146094,143727,133313,125232,147282,128570
1026,300000,60598,33074,34469,-393,1401,-8
1027,450000,-64116,49670,-60511,57501,25745,90
1028,200000,-3475,274,3191,-88856,90687,-1689
1029,30000,30374,27538,25555,28299,30124,24553
1030,400000,-2784,-116516,120338,8148,8358,-8465
1031,170000,-341,600,-1999,999,900,-1500
1032,140000,652,0,0,-150,150,0
1033,200000,61195,62565,63870,65752,67910,68887
1034,60000,-1540,-1930,-4320,-3220,0,0
1035,60000,43356,37381,42663,48077,50734,47764
1036,150000,-66907,80328,75726,73486,75038,75321
1037,180000,144864,132889,120651,108025,95295,82196
1038,50000,41979,31403,18879,17573,16318,15136
1039,50000,-6207,8743,-18940,17456,17495,17804
1040,20000,70,-620,-620,-2800,0,0
1041,230000,-2659,3942,1981,905,-1967,-1206
1042,110000,53253,50911,47681,47509,47677,47714
1043,90000,86649,77780,64003,64847,65878,64942
1044,20000,10850,19887,20542,18034,20437,17336
1045,30000,24347,21315,19681,18793,15155,12470
1046,220000,152105,165579,163343,182978,176130,169885
1047,140000,39076,43964,46468,43589,44521,45297
1048,300000,-300,3300,0,-610,-1555,-229
1049,100000,32693,28878,28315,21602,17798,17011
1050,110000,279,279,279,279,-71,179
1051,270000,0,0,-212750,118693,111835,105033
1052,30000,26508,16885,-123,-29202,29525,0
1053,70000,67776,65039,67520,49605,47811,48229
